date, pm25, pm10, o3, no2, so2, co
2018/5/31, 46, 22, 33, 34, 5, 6
2018/6/1, 52, 27, 40, 32, 2, 6
2018/6/2, 65, 30, 43, 27, 2, 6
2018/6/3, 71, 24, 29, 29, 2, 7
2018/6/4, 63, 14, 21, 34, 2, 7
2018/6/5, 36, 16, 15, 35, 3, 8
2018/6/6, 41, 17, 21, 34, 2, 8
2018/6/7, 40, 17, 27, 37, 3, 8
2018/6/8, 46, 24, 35, 44, 6, 10
2018/6/9, 55, 34, 72, 61, 9, 10
2018/6/10, 83, 47, 81, 84, 12, 10
2018/6/11, 105, 35, 53, 55, 4, 9
2018/6/12, 90, 16, 24, 40, 3, 10
2018/6/13, 47, 34, 44, 59, 4, 11
2018/6/14, 85, 25, 24, 46, 5, 10
2018/6/15, 63, 27, 46, 27, 4, 7
2018/6/16, 51, 27, 39, 25, 3, 6
2018/6/17, 65, 24, 37, 30, 6, 7
2018/6/18, 62, 21, 20, 29, 3, 7
2018/6/19, 43, 28, 20, 26, 3, 7
2018/6/20, 52, 28, 20, 27, 3, 8
2018/6/21, 54, 22, 17, 31, 4, 9
2018/6/22, 54, 21, 16, 32, 4, 9
2018/6/23, 55, 14, 18, 24, 4, 7
2018/6/24, 40, 14, 17, 31, 4, 8
2018/6/25, 36, 16, 15, 26, 4, 7
2018/6/26, 42, 16, 12, 23, 8, 7
2018/6/27, 44, 18, 20, 27, 5, 8
2018/6/28, 43, 23, 23, 29, 4, 5
2018/6/29, 54, 22, 19, 26, 3, 5
2018/6/30, 49, 20, 25, 24, 3, 4
2018/1/2, 153, 63, 45, 38, 3, 7
2018/1/3, 132, 42, 35, 29, 3, 5
2018/1/4, 76, 30, 31, 26, 2, 5
2018/1/5, 67, 29, 20, 31, 2, 6
2018/1/6, 75, 13, 19, 20, 1, 5
2018/1/7, 43, 6, 19, 19, 1, 4
2018/1/8, 21, 16, 14, 29, 3, 8
2018/1/9, 51, 34, 24, 42, 4, 7
2018/1/10, 94, 29, 26, 45, 5, 5
2018/1/11, 67, 26, 30, 48, 5, 4
2018/1/12, 61, 24, 30, 43, 4, 4
2018/1/13, 56, 43, 37, 30, 3, 5
2018/1/14, 82, 29, 33, 28, 3, 7
2018/1/15, 62, 38, 33, 51, 4, 6
2018/1/16, 80, 40, 29, 56, 8, 8
2018/1/17, 86, 83, 31, 79, 14, 11
2018/1/18, 161, 54, 42, 44, 4, 8
2018/1/19, 125, 40, 31, 40, 2, 8
2018/1/20, 102, 38, 31, 33, 3, 8
2018/1/21, 92, 53, 39, 39, 5, 8
2018/1/22, 123, 85, 26, 76, 14, 12
2018/1/23, 172, 53, 40, 44, 3, 11
2018/1/24, 121, 45, 38, 25, 2, 7
2018/1/25, 92, 35, 30, 25, 2, 7
2018/1/26, 74, 46, 29, 33, 2, 7
2018/1/27, 86, 38, 21, 26, 2, 7
2018/1/28, 80, 41, 23, 32, 3, 9
2018/1/29, 83, 16, 10, 32, 5, 8
2018/1/30, 42, 29, 7, 27, 8, 9
2018/1/31, 81, 18, 10, 31, 8, 10
2018/2/1, 54, 45, 24, 42, 8, 9
2018/2/2, 96, 43, 20, 43, 8, 9
2018/2/3, 99, 49, 25, 43, 9, 8
2018/2/4, 107, 62, 31, 48, 9, 8
2018/2/5, 138, 57, 22, 51, 9, 8
2018/2/6, 127, 44, 33, 46, 10, 8
2018/2/7, 96, 50, 37, 48, 9, 8
2018/2/8, 105, 43, 30, 44, 8, 8
2018/2/9, 95, 40, 38, 40, 6, 9
2018/2/10, 82, 60, 16, 63, 10, 12
2018/2/11, 134, 61, 31, 46, 7, 11
2018/2/12, 149, 51, 32, 53, 6, 11
2018/2/13, 120, 58, 38, 43, 4, 10
2018/2/14, 102, 50, 35, 47, 3, 8
2018/2/15, 82, 56, 23, 61, 11, 10
2018/2/16, 97, 53, 36, 57, 14, 10
2018/2/17, 121, 45, 31, 29, 7, 7
2018/2/18, 106, 34, 33, 25, 3, 7
2018/2/19, 79, 31, 23, 36, 5, 7
2018/2/20, 76, 35, 15, 41, 7, 10
2018/2/21, 86, 32, 28, 27, 2, 7
2018/2/22, 75, 20, 28, 27, 3, 9
2018/2/23, 52, 14, 25, 29, 3, 9
2018/2/24, 39, 30, 33, 34, 3, 8
2018/2/25, 73, 43, 29, 38, 5, 9
2018/2/26, 101, 22, 20, 29, 3, 8
2018/2/27, 59, 36, 32, 40, 4, 8
2018/2/28, 75, 47, 25, 56, 9, 10
2018/3/1, 95, 55, 26, 53, 16, 11
2018/3/2, 133, 43, 37, 42, 4, 9
2018/3/3, 96, 54, 25, 37, 4, 9
2018/3/4, 119, 31, 10, 24, 6, 12
2018/3/5, 85, 29, 9, 34, 16, 10
2018/3/6, 72, 41, 34, 30, 9, 8
2018/3/7, 83, 30, 33, 30, 3, 8
2018/3/8, 64, 16, 15, 35, 3, 9
2018/3/9, 43, 26, 32, 42, 6, 8
2018/3/10, 62, 42, 43, 38, 5, 8
2018/3/11, 82, 34, 44, 24, 5, 6
2018/3/12, 71, 36, 35, 46, 4, 8
2018/3/13, 72, 39, 30, 51, 3, 9
2018/3/14, 83, 37, 27, 42, 3, 9
2018/3/15, 84, 53, 23, 50, 9, 11
2018/3/16, 111, 54, 15, 61, 13, 11
2018/3/17, 124, 39, 35, 28, 2, 8
2018/3/18, 91, 37, 37, 24, 2, 8
2018/3/19, 78, 44, 31, 37, 3, 9
2018/3/20, 89, 33, 28, 45, 6, 11
2018/3/21, 77, 30, 42, 52, 3, 10
2018/3/22, 63, 36, 54, 52, 3, 9
2018/3/23, 76, 46, 51, 47, 3, 9
2018/3/24, 82, 54, 47, 37, 2, 9
2018/3/25, 89, 55, 45, 58, 7, 10
2018/3/26, 99, 57, 42, 63, 7, 11
2018/3/27, 123, 49, 41, 54, 3, 9
2018/3/28, 110, 46, 40, 43, 2, 6
2018/3/29, 99, 37, 41, 29, 3, 5
2018/3/30, 83, 30, 37, 21, 2, 3
2018/3/31, 61, 40, 36, 30, 4, 4
2017/10/1, 47, 12, 16, 17, 2, 2
2017/10/2, 35, 15, 21, 26, 3, 3
2017/10/3, 44, 26, 29, 26, 2, 3
2017/10/4, 62, 23, 35, 17, 2, 2
2017/10/5, 54, 29, 40, 28, 3, 3
2017/10/6, 65, 29, 37, 23, 2, 2
2017/10/7, 62, 38, 52, 22, 3, 3
2017/10/8, 76, 29, 27, 22, 3, 2
2017/10/9, 57, 32, 32, 25, 3, 3
2017/10/10, 63, 26, 27, 24, 3, 2
2017/10/11, 51, 32, 42, 37, 3, 3
2017/10/12, 62, 33, 43, 55, 4, 5
2017/10/13, 69, 30, 20, 34, 3, 4
2017/10/14, 65, 13, 24, 15, 2, 3
2017/10/15, 35, 18, 22, 27, 2, 4
2017/10/16, 40, 18, 21, 24, 2, 4
2017/10/17, 48, 23, 31, 42, 3, 4
2017/10/18, 62, 21, 23, 44, 4, 4
2017/10/19, 55, 23, 29, 44, 3, 4
2017/10/20, 56, 29, 42, 45, 3, 4
2017/10/21, 68, 39, 57, 51, 5, 4
2017/10/22, 89, 46, 59, 56, 5, 5
2017/10/23, 102, 53, 74, 50, 4, 5
2017/10/24, 106, 50, 60, 41, 3, 4
2017/10/25, 95, 51, 62, 55, 4, 5
2017/10/26, 103, 53, 58, 75, 9, 6
2017/10/27, 110, 54, 82, 65, 6, 6
2017/10/28, 122, 54, 63, 61, 15, 5
2017/10/30, 118, 49, 51, 50, 11, 5
2017/10/31, 98, 59, 56, 49, 7, 6
2017/11/1, 127, 36, 51, 40, 4, 4
2017/11/2, 69, 41, 49, 54, 4, 5
2017/11/3, 79, 45, 54, 58, 5, 5
2017/11/4, 91, 49, 50, 40, 5, 4
2017/11/5, 101, 68, 67, 44, 5, 8
2017/11/6, 148, 48, 38, 39, 4, 5
2017/11/7, 106, 43, 20, 48, 4, 6
2017/11/8, 98, 34, 29, 40, 4, 5
2017/11/9, 81, 33, 45, 32, 3, 4
2017/11/10, 69, 43, 42, 45, 4, 5
2017/11/11, 81, 40, 39, 32, 3, 5
2017/11/12, 83, 34, 35, 23, 3, 5
2017/11/13, 79, 17, 31, 26, 2, 5
2017/11/14, 54, 22, 24, 28, 3, 5
2017/11/15, 63, 26, 30, 27, 3, 4
2017/11/16, 65, 29, 36, 31, 3, 5
2017/11/17, 67, 37, 33, 43, 4, 6
2017/11/18, 85, 36, 21, 44, 8, 9
2017/11/19, 75, 22, 19, 20, 3, 7
2017/11/20, 53, 31, 12, 31, 5, 7
2017/11/21, 66, 27, 12, 33, 4, 7
2017/11/22, 65, 40, 21, 42, 5, 8
2017/11/23, 77, 44, 28, 55, 5, 7
2017/11/24, 98, 49, 25, 52, 5, 7
2017/11/25, 108, 44, 14, 43, 4, 7
2017/11/26, 101, 45, 19, 43, 6, 9
2017/11/27, 97, 27, 21, 34, 4, 7
2017/11/28, 68, 35, 38, 38, 4, 6
2017/11/29, 72, 32, 32, 36, 4, 6
2017/11/30, 72, 29, 25, 33, 3, 8
2017/12/1, 67, 28, 30, 39, 3, 9
2017/12/2, 66, 32, 23, 41, 5, 8
2017/12/3, 70, 45, 35, 54, 6, 8
2017/12/4, 100, 50, 27, 55, 6, 9
2017/12/5, 108, 46, 20, 42, 5, 8
2017/12/6, 103, 54, 44, 45, 4, 9
2017/12/7, 117, 61, 41, 55, 5, 9
2017/12/8, 128, 56, 37, 57, 6, 7
2017/12/9, 114, 72, 43, 62, 7, 9
2017/12/10, 157, 77, 50, 76, 8, 11
2017/12/11, 162, 56, 49, 53, 6, 8
2017/12/12, 120, 63, 51, 45, 5, 8
2017/12/13, 129, 30, 27, 26, 2, 6
2017/12/14, 65, 30, 26, 31, 2, 7
2017/12/15, 59, 39, 26, 36, 3, 8
2017/12/16, 81, 43, 12, 30, 4, 10
2017/12/17, 78, 32, 15, 31, 4, 8
2017/12/18, 79, 63, 30, 50, 6, 9
2017/12/19, 150, 51, 31, 54, 6, 8
2017/12/20, 104, 49, 30, 54, 6, 8
2017/12/21, 90, 42, 42, 40, 5, 7
2017/12/22, 77, 50, 44, 42, 4, 9
2017/12/23, 97, 55, 40, 55, 11, 11
2017/12/24, 106, 72, 48, 79, 12, 12
2017/12/25, 143, 57, 58, 42, 7, 9
2017/12/26, 126, 67, 52, 33, 4, 10
2017/12/27, 136, 44, 42, 29, 2, 7
2017/12/28, 84, 47, 34, 35, 3, 5
2017/12/29, 85, 41, 35, 39, 3, 6
2017/12/30, 92, 29, 30, 40, 3, 5
2017/12/31, 66, 40, 35, 23, 2, 
2018/1/1, 87, 65, 44, 33, 3, 7
2017/7/1, 28, 17, 14, 21, 3, 3
2017/7/2, 37, 18, 16, 31, 4, 4
2017/7/3, 45, 15, 11, 28, 4, 4
2017/7/4, 43, 14, 10, 25, 3, 3
2017/7/5, 40, 15, 12, 28, 4, 5
2017/7/6, 35, 14, 14, 27, 5, 4
2017/7/7, 34, 18, 12, 26, 5, 3
2017/7/8, 42, 14, 17, 21, 5, 2
2017/7/9, 35, 14, 16, 24, 6, 3
2017/7/10, 39, 13, 18, 21, 5, 2
2017/7/11, 37, 13, 13, 25, 4, 3
2017/7/12, 37, 13, 12, 23, 4, 3
2017/7/13, 32, 13, 9, 19, 4, 2
2017/7/14, 35, 13, 9, 19, 3, 2
2017/7/15, 30, 13, 9, 14, 3, 1
2017/7/16, 31, 11, 10, 22, 4, 3
2017/7/17, 30, 13, 9, 25, 4, 4
2017/7/18, 35, 14, 13, 23, 4, 4
2017/7/19, 42, 14, 9, 20, 4, 3
2017/7/20, 37, 15, 12, 21, 3, 2
2017/7/21, 41, 13, 14, 20, 3, 2
2017/7/22, 38, 15, 16, 23, 4, 3
2017/7/23, 47, 12, 11, 24, 3, 3
2017/7/24, 34, 14, 16, 26, 4, 3
2017/7/25, 35, 19, 15, 29, 9, 4
2017/7/26, 47, 14, 14, 22, 4, 3
2017/7/27, 38, 18, 34, 34, 5, 3
2017/7/28, 45, 41, 109, 58, 9, 6
2017/7/29, 93, 60, 110, 55, 13, 8
2017/7/30, 147, 36, 31, 34, 4, 6
2017/7/31, 84, 24, 27, 24, 4, 5
2017/8/1, 56, 22, 21, 34, 6, 6
2017/8/2, 58, 17, 14, 33, 7, 6
2017/8/3, 51, 16, 13, 31, 7, 6
2017/8/4, 46, 23, 18, 28, 7, 5
2017/8/5, 58, 19, 26, 24, 5, 5
2017/8/6, 52, 18, 21, 25, 5, 5
2017/8/7, 44, 18, 16, 22, 4, 4
2017/8/8, 38, 19, 18, 24, 4, 5
2017/8/9, 49, 23, 20, 27, 4, 5
2017/8/10, 51, 25, 18, 20, 4, 3
2017/8/11, 55, 21, 19, 21, 4, 3
2017/8/12, 49, 15, 16, 17, 4, 2
2017/8/13, 40, 17, 13, 20, 5, 3
2017/8/14, 40, 13, 12, 19, 6, 3
2017/8/15, 34, 17, 13, 24, 7, 4
2017/8/16, 43, 18, 16, 28, 7, 4
2017/8/17, 50, 22, 19, 31, 9, 5
2017/8/18, 62, 15, 9, 27, 10, 4
2017/8/19, 47, 18, 37, 33, 10, 4
2017/8/20, 55, 36, 98, 54, 11, 9
2017/8/21, 82, 53, 64, 50, 8, 4
2017/8/22, 124, 18, 25, 13, 3, 
2017/8/23, 43, 24, 18, 25, 4, 3
2017/8/24, 50, 19, 15, 24, 5, 3
2017/8/25, 46, 17, 27, 24, 4, 2
2017/8/26, 47, 14, 19, 10, 3, 1
2017/8/27, 32, 13, 15, 25, 5, 3
2017/8/28, 37, 26, 36, 51, 9, 5
2017/8/29, 62, 48, 56, 66, 13, 6
2017/8/30, 111, 37, 21, 60, 16, 5
2017/8/31, 86, 52, 65, 74, 15, 7
2017/9/1, 121, 49, 75, 67, 9, 7
2017/9/2, 118, 40, 73, 50, 9, 5
2017/9/3, 104, 17, 29, 31, 5, 3
2017/9/4, 49, 25, 16, 26, 5, 4
2017/9/5, 59, 23, 10, 23, 3, 3
2017/9/6, 61, , , , , 
2017/9/11, 64, 46, 94, 63, 9, 6
2017/9/12, 110, 25, 38, 30, 3, 2
2017/9/13, 61, 33, 47, 33, 3, 2
2017/9/14, 69, 34, 42, 42, 5, 4
2017/9/15, 74, 60, 153, 72, 10, 6
2017/9/16, 131, 73, 145, 67, 14, 6
2017/9/17, 159, 57, 61, 59, 8, 5
2017/9/18, 128, 34, 51, 42, 3, 3
2017/9/19, 76, 30, 33, 35, 3, 3
2017/9/20, 71, 21, 23, 32, 3, 3
2017/9/21, 59, 17, 20, 25, 3, 2
2017/9/22, 51, 19, 20, 24, 2, 3
2017/9/23, 52, 19, 25, 16, 2, 2
2017/9/24, 46, 19, 16, 23, 2, 2
2017/9/25, 35, 26, 15, 32, 6, 3
2017/9/26, 45, 29, 17, 48, 10, 5
2017/9/27, 68, 22, 17, 37, 10, 4
2017/9/28, 59, 12, 14, 23, 3, 2
2017/9/29, 31, 23, 34, 27, 2, 3
2017/9/30, 59, 19, 28, 21, 2, 2
2017/4/1, 65, 43, 62, 31, 4, 7
2017/4/2, 97, 48, 52, 40, 4, 6
2017/4/3, 99, 50, 53, 26, 4, 6
2017/4/4, 99, 45, 45, 36, 3, 6
2017/4/5, 84, 44, 25, 36, 3, 7
2017/4/6, 84, 41, 11, 38, 8, 7
2017/4/7, 87, 34, 11, 29, 6, 6
2017/4/8, 77, 20, 18, 21, 4, 5
2017/4/9, 57, 22, 14, 19, 5, 4
2017/4/10, 50, 27, 12, 29, 7, 6
2017/4/11, 62, 23, 6, 32, 6, 8
2017/4/12, 63, 24, 22, 37, 5, 7
2017/4/13, 62, 42, 33, 38, 7, 3
2017/4/14, 86, 38, 29, 35, 7, 1
2017/4/15, 85, 33, 30, 26, 6, 2
2017/4/16, 81, 28, 27, 38, 7, 4
2017/4/17, 70, 39, 50, 53, 6, 7
2017/4/18, 87, 26, 27, 34, 6, 5
2017/4/19, 64, 19, 16, 30, 4, 5
2017/4/20, 56, 28, 22, 32, 6, 5
2017/4/21, 67, 36, 22, 44, 5, 6
2017/4/22, 75, 36, 32, 28, 6, 5
2017/4/23, 80, 52, 48, 34, 6, 5
2017/4/24, 100, 47, 47, 40, 12, 5
2017/4/25, 97, 59, 26, 43, 6, 6
2017/4/26, 131, 37, 12, 47, 6, 6
2017/4/27, 94, 23, 34, 45, 3, 4
2017/4/28, 59, 43, 58, 59, 6, 6
2017/4/29, 95, 39, 60, 44, 5, 5
2017/4/30, 90, 36, 63, 35, 4, 4
2017/5/1, 81, 34, 17, 29, 5, 5
2017/5/2, 74, 22, 16, 20, 3, 3
2017/5/3, 58, 22, 15, 41, 5, 6
2017/5/4, 59, 50, 63, 76, 16, 9
2017/5/5, 112, 71, 67, 83, 14, 8
2017/5/6, 153, 30, 41, 23, 3, 4
2017/5/7, 72, 42, 36, 33, 3, 5
2017/5/8, 78, 35, 39, 61, 10, 6
2017/5/9, 78, 70, 56, 79, 19, 9
2017/5/10, 153, 36, 44, 42, 5, 6
2017/5/11, 89, 35, 39, 50, 7, 6
2017/5/12, 74, 33, 9, 52, 16, 8
2017/5/13, 76, 40, 49, 44, 12, 7
2017/5/14, 97, 16, 35, 33, 4, 6
2017/5/15, 48, 14, 25, 41, 4, 7
2017/5/16, 35, 27, 44, 40, 4, 6
2017/5/17, 63, 33, 46, 35, 4, 4
2017/5/18, 73, 29, 42, 36, 4, 4
2017/5/19, 66, 16, 36, 29, 3, 4
2017/5/20, 48, 20, 37, 22, 3, 3
2017/5/21, 58, 24, 29, 30, 3, 3
2017/5/22, 59, 28, 15, 38, 4, 5
2017/5/23, 69, 27, 11, 43, 5, 7
2017/5/24, 73, 26, 25, 42, 4, 8
2017/5/25, 65, 30, 31, 42, 4, 6
2017/5/26, 73, 36, 52, 40, 4, 5
2017/5/27, 74, 43, 94, 27, 5, 4
2017/5/28, 91, 32, 47, 33, 4, 3
2017/5/29, 66, 27, 37, 25, 4, 3
2017/5/30, 65, 22, 21, 33, 7, 4
2017/5/31, 56, 18, 17, 27, 4, 5
2017/6/1, 40, 27, 20, 29, 3, 5
2017/6/2, 52, 28, 25, 25, 3, 4
2017/6/3, 55, 23, 21, 18, 5, 3
2017/6/4, 51, 24, 20, 28, 4, 4
2017/6/5, 56, 18, 19, 25, 4, 4
2017/6/6, 44, 13, 18, 23, 4, 4
2017/6/7, 32, 13, 16, 24, 3, 3
2017/6/8, 35, 12, 13, 25, 3, 4
2017/6/9, 31, 16, 16, 23, 3, 4
2017/6/10, 35, 15, 21, 23, 6, 3
2017/6/11, 45, 13, 12, 19, 3, 2
2017/6/12, 29, 16, 18, 26, 3, 4
2017/6/13, 38, 29, 18, 28, 4, 4
2017/6/14, 56, 29, 19, 29, 4, 4
2017/6/15, 59, 27, 19, 32, 4, 4
2017/6/16, 54, 17, 13, 37, 5, 6
2017/6/17, 48, 13, 16, 30, 5, 5
2017/6/18, 41, 15, 16, 37, 6, 6
2017/6/19, 43, 18, 14, 36, 7, 6
2017/6/20, 50, 22, 16, 32, 5, 4
2017/6/21, 51, 23, 19, 24, 4, 3
2017/6/22, 52, 14, 13, 23, 4, 2
2017/6/23, 35, 15, 15, 23, 4, 2
2017/6/24, 37, 15, 19, 21, 3, 1
2017/6/25, 32, 18, 17, 27, 5, 2
2017/6/26, 38, 18, 14, 23, 4, 3
2017/6/27, 37, 16, 17, 22, 4, 3
2017/6/28, 36, 14, 15, 24, 5, 3
2017/6/29, 39, 13, 15, 24, 7, 3
2017/6/30, 36, 11, 13, 16, 4, 2
2017/1/3, 76, 42, 27, 47, 5, 8
2017/1/4, 97, 35, 34, 38, 3, 7
2017/1/5, 79, 31, 31, 50, 4, 10
2017/1/6, 72, 42, 30, 45, 4, 9
2017/1/7, 94, 36, 30, 36, 3, 9
2017/1/8, 87, 53, 44, 71, 10, 12
2017/1/9, 120, 49, 37, 41, 3, 12
2017/1/10, 113, 47, 37, 34, 3, 10
2017/1/11, 104, 57, 39, 37, 3, 10
2017/1/12, 135, 66, 33, 38, 4, 11
2017/1/13, 152, 26, 8, 37, 3, 12
2017/1/14, 64, 20, 8, 30, 2, 10
2017/1/15, 60, 33, 15, 30, 3, 9
2017/1/16, 86, 34, 25, 30, 3, 8
2017/1/17, 87, 32, 29, 33, 3, 5
2017/1/18, 71, 39, 27, 40, 3, 7
2017/1/19, 85, 54, 16, 52, 6, 10
2017/1/20, 117, 35, 27, 45, 3, 11
2017/1/21, 79, 55, 25, 50, 5, 11
2017/1/22, 133, 53, 32, 45, 6, 10
2017/1/23, 127, 54, 41, 42, 4, 9
2017/1/24, 114, 53, 43, 34, 4, 8
2017/1/25, 101, 40, 33, 39, 4, 8
2017/1/26, 81, 44, 36, 42, 3, 9
2017/1/27, 102, 40, 37, 50, 6, 9
2017/1/28, 83, 40, 34, 26, 4, 7
2017/1/29, 92, 33, 33, 24, 4, 7
2017/1/30, 79, 30, 24, 32, 6, 8
2017/1/31, 74, 36, 21, 21, 4, 10
2017/2/1, 79, 37, 24, 36, 6, 11
2017/2/2, 85, 34, 28, 26, 4, 8
2017/2/3, 73, 34, 31, 34, 4, 10
2017/2/4, 83, 33, 27, 35, 3, 9
2017/2/5, 82, 38, 18, 44, 5, 10
2017/2/6, 103, 41, 35, 30, 3, 9
2017/2/7, 96, 53, 46, 27, 4, 10
2017/2/8, 117, 41, 35, 39, 5, 9
2017/2/9, 84, 28, 26, 49, 4, 12
2017/2/10, 68, 54, 26, 53, 6, 12
2017/2/11, 140, 54, 35, 44, 6, 9
2017/2/12, 138, 56, 43, 41, 7, 6
2017/2/13, 136, 45, 44, 46, 6, 6
2017/2/14, 92, 33, 40, 35, 5, 5
2017/2/15, 67, 35, 44, 37, 5, 5
2017/2/16, 71, 39, 34, 58, 5, 7
2017/2/17, 76, 48, 16, 68, 8, 9
2017/2/18, 101, 43, 28, 48, 5, 9
2017/2/19, 93, 45, 40, 28, 3, 6
2017/2/20, 107, 48, 33, 52, 8, 8
2017/2/21, 107, 35, 27, 29, 4, 6
2017/2/22, 81, 27, 28, 36, 3, 7
2017/2/23, 69, 52, 11, 35, 5, 10
2017/2/24, 115, 25, 8, 37, 4, 9
2017/2/25, 65, 22, 8, 34, 3, 9
2017/2/26, 53, 16, 20, 34, 4, 7
2017/2/27, 48, 37, 39, 37, 6, 7
2017/2/28, 84, 51, 48, 42, 7, 7
2017/3/1, 107, 75, 51, 73, 11, 10
2017/3/2, 157, 54, 41, 61, 7, 7
2017/3/3, 94, 57, 50, 45, 5, 7
2017/3/4, 104, 50, 40, 39, 3, 7
2017/3/5, 101, 53, 31, 41, 5, 8
2017/3/6, 103, 45, 25, 55, 8, 11
2017/3/7, 97, 47, 38, 38, 3, 8
2017/3/8, 100, 36, 21, 38, 3, 10
2017/3/9, 92, 52, 32, 36, 4, 9
2017/3/10, 126, 66, 39, 42, 3, 9
2017/3/11, 131, 28, 31, 33, 2, 8
2017/3/12, 67, 30, 39, 31, 3, 7
2017/3/13, 75, 50, 23, 44, 4, 9
2017/3/14, 108, 28, 23, 38, 3, 8
2017/3/15, 70, 37, 35, 32, 3, 6
2017/3/16, 73, 43, 38, 36, 4, 7
2017/3/17, 89, 44, 27, 35, 2, 8
2017/3/18, 104, 40, 27, 31, 2, 7
2017/3/19, 95, 37, 25, 31, 3, 7
2017/3/20, 93, 37, 20, 45, 3, 8
2017/3/21, 84, 38, 24, 48, 4, 7
2017/3/22, 93, 46, 35, 41, 2, 8
2017/3/23, 103, 46, 30, 49, 3, 9
2017/3/24, 106, 36, 42, 48, 2, 7
2017/3/25, 83, 38, 25, 49, 3, 9
2017/3/26, 59, 45, 41, 38, 3, 7
2017/3/27, 76, 59, 48, 43, 4, 7
2017/3/28, 98, 60, 50, 41, 3, 8
2017/3/29, 104, 61, 41, 43, 3, 8
2017/3/30, 119, 44, 23, 53, 4, 9
2017/3/31, 90, 32, 40, 69, 5, 9
2016/10/1, 74, 28, 19, 33, 9, 7
2016/10/2, 71, 16, 15, 26, 6, 5
2016/10/3, 46, 22, 20, 29, 6, 6
2016/10/4, 60, 28, 36, 37, 5, 6
2016/10/5, 72, 28, 38, 42, 4, 7
2016/10/6, 68, 26, 15, 40, 5, 8
2016/10/7, 64, 33, 20, 46, 6, 8
2016/10/8, 77, 28, 32, 42, 5, 7
2016/10/9, 71, 34, 38, 37, 4, 6
2016/10/10, 84, 24, 19, 40, 4, 7
2016/10/11, 63, 22, 16, 28, 3, 7
2016/10/12, 61, 27, 43, 29, 4, 7
2016/10/13, 66, 34, 43, 30, 4, 6
2016/10/14, 74, 41, 36, 34, 5, 7
2016/10/15, 84, 39, 33, 36, 5, 7
2016/10/16, 87, 36, 18, 24, 5, 6
2016/10/17, 84, 12, 13, 15, 2, 5
2016/10/18, 34, 17, 18, 24, 2, 7
2016/10/19, 41, 44, 67, 53, 5, 9
2016/10/20, 94, 30, 39, 18, 6, 8
2016/10/21, 66, 31, 33, 35, 9, 9
2016/10/22, 75, 30, 15, 27, 6, 8
2016/10/23, 75, 19, 13, 23, 4, 7
2016/10/24, 58, 20, 20, 27, 6, 7
2016/10/25, 57, 24, 19, 25, 3, 7
2016/10/26, 66, 19, 17, 33, 5, 8
2016/10/27, 55, 18, 16, 34, 4, 8
2016/10/28, 44, 33, 29, 32, 4, 9
2016/10/29, 76, 32, 35, 26, 1, 8
2016/10/31, 76, 44, 35, 47, 4, 9
2016/11/1, 90, 35, 18, 44, 4, 8
2016/11/2, 77, 28, 26, 31, 3, 9
2016/11/3, 67, 30, 29, 42, 3, 8
2016/11/4, 71, 40, 33, 51, 5, 10
2016/11/5, 82, 43, 44, 45, 5, 3
2016/11/6, 93, 43, 47, 33, 4, 1
2016/11/7, 96, 38, 39, 30, 3, 2
2016/11/8, 85, 41, 25, 44, 4, 6
2016/11/9, 84, 29, 14, 31, 3, 8
2016/11/10, 72, 17, 8, 33, 3, 8
2016/11/11, 40, 30, 18, 35, 4, 8
2016/11/12, 71, 41, 35, 33, 4, 6
2016/11/13, 92, 36, 35, 28, 3, 6
2016/11/14, 84, 42, 24, 56, 9, 9
2016/11/15, 91, 57, 42, 52, 10, 10
2016/11/16, 132, 43, 34, 32, 3, 8
2016/11/17, 95, 47, 40, 36, 7, 8
2016/11/18, 106, 52, 38, 34, 7, 9
2016/11/19, 118, 40, 31, 30, 4, 8
2016/11/20, 89, 32, 30, 22, 4, 8
2016/11/21, 73, 23, 19, 24, 4, 7
2016/11/22, 54, 15, 17, 23, 5, 9
2016/11/23, 44, 8, 18, 27, 5, 9
2016/11/24, 27, 15, 16, 27, 3, 8
2016/11/25, 41, 22, 24, 27, 3, 5
2016/11/26, 58, 20, 14, 27, 4, 7
2016/11/27, 51, 13, 19, 34, 3, 7
2016/11/28, 40, 23, 28, 38, 4, 7
2016/11/29, 60, 47, 30, 41, 5, 7
2016/11/30, 87, 53, 30, 56, 5, 8
2016/12/1, 99, 57, 30, 53, 5, 10
2016/12/2, 125, 57, 33, 45, 5, 10
2016/12/3, 134, 59, 31, 41, 6, 10
2016/12/4, 136, 64, 28, 57, 12, 11
2016/12/5, 135, 69, 21, 68, 17, 13
2016/12/6, 149, 52, 22, 55, 6, 11
2016/12/7, 111, 70, 33, 64, 9, 13
2016/12/8, 153, 64, 38, 59, 7, 10
2016/12/9, 150, 50, 35, 55, 6, 7
2016/12/10, 119, 49, 50, 46, 20, 5
2016/12/11, 98, 46, 39, 21, 4, 4
2016/12/12, 92, 36, 29, 35, 3, 4
2016/12/13, 72, 46, 23, 65, 8, 7
2016/12/14, 98, 42, 29, 58, 4, 8
2016/12/15, 91, 41, 30, 51, 3, 8
2016/12/16, 91, 45, 32, 48, 3, 8
2016/12/17, 102, 47, 36, 40, 4, 7
2016/12/18, 97, 46, 33, 31, 4, 6
2016/12/19, 96, 39, 33, 47, 4, 7
2016/12/20, 81, 41, 32, 45, 5, 7
