date, pm25, pm10, o3, no2, so2, co
2022/11/16, 40, 22, 24, 2, , 3
2022/11/17, 40, 24, 22, 1, , 2
2022/11/18, 39, 24, 21, 1, , 3
2022/11/19, 40, 23, 26, 2, 1, 3
2022/11/20, 42, 21, 31, 1, , 3
2022/11/21, 36, 13, 25, 2, , 3
2022/11/22, 33, 8, 16, 2, , 3
2022/11/23, 18, 13, 18, 2, 1, 3
2022/11/24, 17, 11, 16, 2, , 3
2022/11/25, 18, 12, 19, 1, , 2
2022/11/26, 25, 17, 18, 2, , 3
2022/11/27, 29, 14, 17, 2, , 3
2022/11/28, 29, 16, 18, 2, , 2
2022/11/29, 29, 15, 18, 3, , 3
2022/11/30, 34, 15, 22, 2, , 3
2022/12/1, 34, 11, 20, 3, , 4
2022/12/2, 17, 7, 32, 2, , 5
2022/12/3, 11, 10, 37, 2, , 4
2022/12/4, 13, 12, 34, 3, , 5
2022/12/5, 30, 17, 30, 3, 1, 5
2022/12/6, 40, 13, 34, 3, 1, 4
2022/12/7, 29, 15, 39, 4, 1, 4
2022/12/8, 36, 19, 39, 3, 1, 4
2022/12/9, 40, 27, 41, 3, 1, 4
2022/12/10, 58, 27, 40, 3, 1, 3
2022/12/11, 63, 34, 43, 3, 1, 4
2022/12/12, 77, 38, 52, 4, 1, 4
2022/12/13, 81, 45, 58, 6, 1, 5
2022/12/14, 101, 42, 51, 5, 1, 5
2022/12/15, 89, 34, 48, 6, 1, 4
2022/12/16, 69, 22, 35, 5, 1, 3
2022/12/17, 46, 10, 32, 3, 1, 3
2022/12/18, 20, 38, 35, 3, 1, 2
2022/12/19, 73, 31, 43, 4, 1, 2
2022/12/20, 49, 30, 33, 7, 1, 3
2022/12/21, 55, 22, 38, 4, 1, 2
2022/12/22, 47, 36, 60, 4, 1, 3
2022/12/23, 75, 28, 54, 3, 1, 3
2022/12/24, 59, 27, 44, 2, 1, 3
2022/12/25, 55, 28, 38, 2, 1, 3
2022/12/26, 55, 24, 42, 2, 1, 3
2022/12/27, 49, 21, 40, 1, 1, 4
2022/12/28, 47, 17, 37, 2, 1, 3
2022/12/29, 43, 27, 47, 3, 1, 4
2022/12/30, 72, 37, 45, 3, 1, 4
2022/12/31, 91, 30, 46, 3, 1, 4
2023/1/1, 75, 29, 37, 5, 1, 4
2023/1/2, 68, 16, 36, 5, 1, 5
2022/7/1, 32, 21, 27, 3, , 3
2022/7/2, 31, 25, 20, 6, , 3
2022/7/3, 37, 22, 27, 6, 1, 3
2022/7/4, 44, 21, 26, 5, 1, 3
2022/7/5, 48, 30, 26, 5, 1, 3
2022/7/6, 46, 23, 24, 3, , 3
2022/7/7, 40, 29, 22, 2, , 3
2022/7/8, 41, 15, 17, 2, 1, 3
2022/7/9, 22, 11, 15, 2, 1, 2
2022/7/10, 18, 10, 15, 1, 1, 3
2022/7/11, 15, 17, 21, 1, 1, 3
2022/7/12, 20, 13, 18, 1, 1, 3
2022/7/13, 15, 18, 18, 1, 1, 4
2022/7/14, 18, 18, 18, 2, 1, 3
2022/7/15, 22, 30, 22, 2, 1, 3
2022/7/16, 39, 26, 26, 2, 1, 3
2022/7/17, 49, 19, 22, 2, 1, 3
2022/7/18, 39, 18, 19, 1, 2, 3
2022/7/19, 43, 15, 19, 1, 1, 3
2022/7/20, 29, 18, 17, 1, , 2
2022/7/21, 31, 17, 17, 2, 1, 3
2022/7/22, 33, 15, 17, 2, 1, 3
2022/7/23, 30, 13, 14, 2, , 3
2022/7/24, 36, 14, 15, 2, , 3
2022/7/25, 29, 13, 13, 3, 1, 3
2022/7/26, 28, 13, 13, 3, 1, 2
2022/7/27, 22, 13, 15, 2, 1, 3
2022/7/28, 30, 15, 16, 3, 1, 3
2022/7/29, 50, 16, 17, 3, 1, 3
2022/7/30, 39, 19, 23, 2, 2, 3
2022/7/31, 47, 17, 22, 2, 1, 3
2022/8/1, 36, 15, 24, 1, 2, 3
2022/8/2, 31, 15, 23, 2, 1, 3
2022/8/3, 30, 15, 22, 2, 1, 3
2022/8/4, 27, 16, 19, 1, , 3
2022/8/5, 22, 14, 18, 1, , 3
2022/8/6, 16, 14, 18, , , 3
2022/8/7, 15, 20, 13, , 1, 3
2022/8/8, 13, 21, 16, 2, 1, 3
2022/8/9, 24, 21, 26, 1, , 4
2022/8/10, 30, 25, 24, 1, 1, 4
2022/8/11, 39, 21, 17, 1, , 4
2022/8/12, 25, 20, 19, 1, 1, 5
2022/8/13, 26, 17, 19, 1, , 5
2022/8/14, 34, 18, 21, 1, , 6
2022/8/15, 34, 17, 14, , , 5
2022/8/16, 28, 12, 18, , 1, 5
2022/8/17, 22, 14, 17, , , 5
2022/8/18, 24, 12, 14, 1, 1, 5
2022/8/19, 21, 11, 15, 1, , 4
2022/8/20, 16, 18, 19, 1, , 4
2022/8/21, 40, 18, 20, 1, , 3
2022/8/22, 39, 16, 19, 1, , 3
2022/8/23, 36, 13, 21, 1, , 3
2022/8/24, 28, 14, 21, 1, , 4
2022/8/25, 29, 33, 25, 1, , 5
2022/8/26, 38, 27, 22, , 2, 6
2022/8/27, 34, 13, 16, , 1, 6
2022/8/28, 24, 10, 15, , , 7
2022/8/29, 19, 9, 16, 1, , 6
2022/8/30, 23, 11, 18, 1, , 4
2022/8/31, 27, 10, 17, 1, , 3
2022/9/1, 12, 11, 20, 1, 1, 3
2022/9/2, 13, 16, 33, 1, , 4
2022/9/3, 42, 26, 54, 1, , 
2022/9/4, 67, 35, 49, 1, 1, 4
2022/9/5, 69, 34, 45, , 1, 4
2022/9/6, 78, 31, 46, , 1, 4
2022/9/7, 76, 12, 12, , 1, 3
2022/9/8, 17, 20, 11, , 2, 3
2022/9/9, 17, 25, 41, 1, 2, 4
2022/9/10, 38, 27, 44, 1, 1, 5
2022/9/11, 64, 28, 35, 1, 1, 5
2022/9/12, 68, 28, 34, 1, 1, 5
2022/9/13, 64, 27, 34, 1, 1, 5
2022/9/14, 65, 25, 30, 2, 1, 5
2022/9/15, 70, 22, 34, 1, 1, 6
2022/9/16, 82, 20, 31, 1, , 4
2022/9/17, 57, 16, 26, 1, , 4
2022/9/18, 51, 17, 24, 2, , 3
2022/9/19, 48, 19, 26, 1, 2, 5
2022/9/20, 50, 19, 31, 1, 1, 4
2022/9/21, 53, 11, 24, 1, , 3
2022/9/22, 26, 9, 21, 1, , 3
2022/9/23, 12, 13, 38, 1, , 3
2022/9/24, 33, 27, 40, 2, 1, 4
2022/9/25, 53, 27, 33, 4, 1, 4
2022/9/26, 61, 21, 20, 3, 1, 4
2022/9/27, 46, 17, 23, 1, 1, 3
2022/9/28, 28, 23, 21, 1, 1, 3
2022/9/29, 43, 16, 19, 2, , 2
2022/9/30, 36, 12, 13, 2, , 3
2022/4/1, 30, 5, 29, 1, 1, 4
2022/4/2, 11, 10, 37, 1, 2, 4
2022/4/3, 22, 25, 44, 1, 2, 3
2022/4/4, 47, 26, 36, 1, 2, 3
2022/4/5, 50, 14, 33, 1, 2, 3
2022/4/6, 34, 33, 65, 1, 2, 4
2022/4/7, 64, 38, 60, 1, 2, 4
2022/4/8, 82, 34, 49, 1, 3, 3
2022/4/9, 71, 23, 31, 1, 2, 3
2022/4/10, 53, 20, 26, , 1, 3
2022/4/11, 47, 18, 21, , 2, 3
2022/4/12, 39, 18, 25, 1, 1, 3
2022/4/13, 47, 26, 30, 1, 1, 4
2022/4/14, 68, 32, 33, , 1, 4
2022/4/15, 76, 32, 30, , 1, 3
2022/4/16, 64, 27, 31, , 1, 3
2022/4/17, 51, 20, 28, 1, 1, 3
2022/4/18, 42, 21, 39, 1, 1, 4
2022/4/19, 43, 19, 38, 1, 1, 4
2022/4/20, 48, 23, 35, 1, 1, 4
2022/4/21, 53, 22, 26, 1, 1, 4
2022/4/22, 49, 19, 15, 1, 1, 3
2022/4/23, 51, 18, 15, 1, 1, 3
2022/4/24, 46, 27, 17, 1, 1, 3
2022/4/25, 71, 24, 16, 1, 1, 3
2022/4/26, 55, 21, 20, , 1, 3
2022/4/27, 48, 17, 15, 1, 1, 3
2022/4/28, 44, 19, 19, 1, 1, 2
2022/4/29, 46, 14, 18, 1, 3, 2
2022/4/30, 31, 11, 19, 1, 1, 3
2022/5/1, 17, 8, 26, 2, 1, 4
2022/5/2, 16, 15, 34, 2, 1, 4
2022/5/3, 30, 23, 49, 2, 1, 4
2022/5/4, 56, 21, 36, 3, 1, 4
2022/5/5, 50, 15, 25, 1, 1, 4
2022/5/6, 32, 13, 22, 1, 1, 3
2022/5/7, 28, 19, 26, 1, 1, 3
2022/5/8, 44, 21, 22, 1, 1, 4
2022/5/9, 46, 17, 18, 2, 1, 4
2022/5/10, 36, 20, 18, 3, 1, 4
2022/5/11, 39, 21, 21, 1, , 2
2022/5/12, 42, 20, 28, 2, 1, 4
2022/5/13, 47, 22, 29, 2, 1, 4
2022/5/14, 50, 22, 30, 2, 1, 5
2022/5/15, 57, 13, 27, 1, 1, 5
2022/5/16, 20, 10, 35, 1, 1, 7
2022/5/17, 17, 14, 39, 2, 2, 5
2022/5/18, 31, 22, 33, 2, 1, 5
2022/5/19, 49, 18, 26, 2, 2, 5
2022/5/20, 42, 15, 23, 1, 1, 5
2022/5/21, 33, 10, 20, , 1, 5
2022/5/22, 24, 18, 23, 1, 2, 4
2022/5/23, 40, 19, 24, 2, 1, 4
2022/5/24, 41, 21, 24, 3, 2, 4
2022/5/25, 44, 23, 26, 2, 1, 4
2022/5/26, 46, 22, 29, 1, 1, 5
2022/5/27, 46, 23, 27, , 2, 5
2022/5/28, 51, 24, 26, 1, 2, 5
2022/5/29, 48, 21, 23, 1, 2, 4
2022/5/30, 48, 23, 26, 2, 6, 5
2022/5/31, 53, 29, 23, 2, 2, 4
2022/6/1, 58, 24, 24, 2, 2, 5
2022/6/2, 51, 22, 31, 2, 2, 5
2022/6/3, 45, 16, 28, 2, 2, 4
2022/6/4, 28, 15, 27, 2, 2, 4
2022/6/5, 24, 16, 27, 3, 1, 4
2022/6/6, 37, 16, 31, 3, , 4
2022/6/7, 34, 14, 24, 2, , 3
2022/6/8, 22, 21, 18, 5, , 3
2022/6/9, 39, 23, 20, 5, , 3
2022/6/10, 52, 26, 27, 3, , 3
2022/6/11, 55, 22, 32, 2, , 3
2022/6/12, 50, 21, 30, 1, , 3
2022/6/13, 44, 19, 25, 1, , 3
2022/6/14, 41, 17, 24, 2, , 3
2022/6/15, 34, 15, 22, 2, 1, 3
2022/6/16, 25, 15, 20, 1, 1, 2
2022/6/17, 27, 23, 31, 1, 1, 2
2022/6/18, 46, 24, 39, 1, 1, 2
2022/6/19, 56, 26, 33, 1, 1, 3
2022/6/20, 55, 26, 33, 1, 1, 3
2022/6/21, 51, 21, 34, 2, 1, 2
2022/6/22, 45, 16, 18, 1, 1, 2
2022/6/23, 24, 11, 20, 2, 1, 2
2022/6/24, 19, 14, 17, 2, 1, 2
2022/6/25, 20, 22, 18, 2, , 3
2022/6/26, 17, 16, 19, 1, 1, 4
2022/6/27, 13, 15, 25, , 1, 4
2022/6/28, 22, 16, 31, 2, 1, 4
2022/6/29, 40, 16, 26, 3, 1, 3
2022/6/30, 36, 21, 28, 4, 1, 3
2022/1/4, 57, 25, 38, 4, 2, 3
2022/1/5, 49, 26, 34, 4, 2, 3
2022/1/6, 51, 22, 43, 2, 1, 3
2022/1/7, 47, 30, 36, 2, 1, 3
2022/1/8, 60, 25, 39, 1, 1, 3
2022/1/9, 52, 28, 33, 1, 1, 4
2022/1/10, 53, 24, 31, 2, 1, 3
2022/1/11, 48, 26, 35, 3, 1, 5
2022/1/12, 59, 20, 45, 3, 1, 5
2022/1/13, 50, 30, 44, 4, 1, 5
2022/1/14, 70, 28, 42, 3, 1, 5
2022/1/15, 59, 26, 39, 3, 1, 5
2022/1/16, 61, 27, 36, 2, 1, 4
2022/1/17, 55, 25, 34, 2, 1, 4
2022/1/18, 51, 23, 40, 4, 1, 6
2022/1/19, 56, 17, 39, 3, 1, 5
2022/1/20, 45, 23, 44, 3, 1, 5
2022/1/21, 53, 22, 43, 2, 1, 4
2022/1/22, 49, 16, 34, 2, 1, 3
2022/1/23, 29, 14, 28, 3, 1, 3
2022/1/24, 24, 16, 21, 4, 1, 3
2022/1/25, 30, 21, 26, 2, , 4
2022/1/26, 33, 16, 30, 1, , 3
2022/1/27, 38, 23, 29, 1, 1, 4
2022/1/28, 52, 20, 30, 1, 1, 3
2022/1/29, 48, 19, 31, 2, 1, 3
2022/1/30, 39, 16, 29, 2, 1, 5
2022/1/31, 37, 19, 33, 1, 1, 4
2022/2/1, 41, 17, 28, 1, 1, 3
2022/2/2, 42, 16, 25, 1, 1, 4
2022/2/3, 41, 17, 21, 2, 1, 5
2022/2/4, 37, 9, 20, 2, 1, 6
2022/2/5, 22, 13, 30, 1, 1, 6
2022/2/6, 38, 21, 35, 1, , 4
2022/2/7, 46, 29, 31, 2, 1, 4
2022/2/8, 58, 26, 26, 2, 1, 4
2022/2/9, 57, 20, 26, 1, , 3
2022/2/10, 44, 16, 26, 1, , 3
2022/2/11, 36, 19, 29, 1, , 3
2022/2/12, 45, 20, 29, 1, 1, 3
2022/2/13, 46, 19, 31, 1, 1, 3
2022/2/14, 39, 12, 27, 2, 1, 5
2022/2/15, 27, 15, 34, 2, 1, 5
2022/2/16, 36, 24, 35, 1, 1, 4
2022/2/17, 52, 27, 31, 1, 1, 4
2022/2/18, 56, 25, 30, 2, 1, 3
2022/2/19, 50, 20, 18, 2, 1, 3
2022/2/20, 40, 6, 20, 2, 1, 5
2022/2/21, 13, 6, 18, 4, 1, 5
2022/2/22, 9, 9, 28, 4, 1, 4
2022/2/23, 20, 13, 26, 4, 1, 4
2022/2/24, 27, 16, 34, 3, 1, 4
2022/2/25, 36, 15, 40, 3, 1, 4
2022/2/26, 39, 25, 32, 5, 1, 4
2022/2/27, 54, 29, 55, 4, 1, 4
2022/2/28, 66, 26, 56, 3, 1, 4
2022/3/1, 64, 18, 22, 3, 1, 3
2022/3/2, 41, 22, 26, 3, 1, 3
2022/3/3, 51, 22, 28, 2, 1, 2
2022/3/4, 53, 22, 22, 2, 1, 3
2022/3/5, 47, 17, 18, 2, 1, 3
2022/3/6, 38, 19, 15, 1, 1, 3
2022/3/7, 40, 19, 32, 4, 1, 3
2022/3/8, 46, 35, 51, 3, 1, 4
2022/3/9, 57, 28, 44, 2, 1, 3
2022/3/10, 49, 32, 38, 2, 1, 3
2022/3/11, 52, 29, 33, 2, 1, 3
2022/3/12, 55, 26, 30, 1, 1, 3
2022/3/13, 48, 24, 31, 1, 1, 3
2022/3/14, 48, 25, 28, 2, 1, 3
2022/3/15, 51, 25, 24, 4, 1, 3
2022/3/16, 52, 19, 21, 2, 1, 3
2022/3/17, 44, 19, 24, 3, 1, 3
2022/3/18, 47, 26, 20, 6, 2, 3
2022/3/19, 57, 24, 23, 3, 1, 3
2022/3/20, 65, 21, 13, 2, 1, 2
2022/3/21, 56, 27, 11, 1, 1, 2
2022/3/22, 73, 27, 11, 2, 1, 2
2022/3/23, 78, 21, 22, 3, 1, 2
2022/3/24, 46, 19, 20, 2, 1, 3
2022/3/25, 46, 21, 13, 2, 1, 2
2022/3/26, 57, 22, 16, 1, 1, 2
2022/3/27, 44, 16, 33, 3, 1, 4
2022/3/28, 43, 15, 32, 1, 1, 3
2022/3/29, 35, 22, 24, 1, 1, 3
2022/3/30, 44, 21, 22, 1, 1, 3
2022/3/31, 45, 14, 30, 1, 1, 3
2021/10/1, 53, 20, 21, 3, 2, 2
2021/10/2, 49, 18, 24, 3, 2, 2
2021/10/3, 43, 24, 24, 2, 2, 2
2021/10/4, 46, 9, 19, 2, 1, 2
2021/10/5, 21, 17, 27, 3, 1, 3
2021/10/6, 41, 10, 16, 3, 1, 3
2021/10/7, 22, 10, 18, 3, 1, 3
2021/10/8, 20, 12, 23, 1, 1, 3
2021/10/9, 20, 14, 23, 2, 1, 3
2021/10/10, 31, 21, 23, 3, 1, 3
2021/10/11, 52, 19, 34, 4, 2, 3
2021/10/12, 47, 16, 28, 2, , 3
2021/10/13, 27, 18, 24, 4, 1, 3
2021/10/14, 24, 12, 28, 2, 1, 3
2021/10/15, 32, 14, 41, 3, 2, 3
2021/10/16, 36, 11, 31, 1, 2, 4
2021/10/17, 23, 9, 25, 2, 1, 3
2021/10/18, 23, 14, 23, 3, 1, 3
2021/10/19, 31, 16, 21, 3, 2, 3
2021/10/20, 30, 18, 21, 4, 2, 3
2021/10/21, 34, 9, 24, 3, 1, 3
2021/10/22, 19, 11, 32, 4, 1, 3
2021/10/23, 27, 15, 31, 3, 1, 3
2021/10/24, 39, 23, 41, 4, 1, 3
2021/10/25, 55, 25, 42, 6, 1, 3
2021/10/26, 53, 12, 36, 3, 1, 3
2021/10/27, 16, 11, 24, 2, 1, 2
2021/10/28, 22, 12, 26, 2, 1, 2
2021/10/29, 27, 19, 26, 2, 1, 3
2021/10/30, 45, 23, 28, 2, 1, 3
2021/11/1, 46, 23, 35, 2, 1, 3
2021/11/2, 43, 21, 30, 2, 1, 3
2021/11/3, 39, 20, 29, 3, 1, 2
2021/11/4, 35, 23, 25, 2, 1, 3
2021/11/5, 46, 21, 25, 2, 1, 3
2021/11/6, 36, 22, 22, 2, 1, 3
2021/11/7, 44, 21, 24, 2, 1, 3
2021/11/8, 42, 20, 24, 1, 2, 3
2021/11/9, 41, 23, 35, 1, 1, 4
2021/11/10, 50, 29, 44, 2, 2, 4
2021/11/11, 60, 27, 47, 2, 1, 3
2021/11/12, 54, 29, 53, 2, 2, 3
2021/11/13, 63, 37, 61, 4, 2, 3
2021/11/14, 76, 34, 60, 4, 2, 3
2021/11/15, 73, 32, 41, 3, 2, 3
2021/11/16, 62, 27, 31, 3, 2, 3
2021/11/17, 52, 26, 31, 2, 1, 3
2021/11/18, 50, 32, 38, 4, 1, 3
2021/11/19, 74, 28, 41, 4, 2, 4
2021/11/20, 65, 21, 29, 2, 2, 3
2021/11/21, 36, 22, 24, 2, 1, 2
2021/11/22, 38, 19, 26, 3, 2, 3
2021/11/23, 36, 14, 33, 3, 2, 4
2021/11/24, 28, 16, 36, 4, 2, 4
2021/11/25, 38, 25, 41, 6, 1, 3
2021/11/26, 62, 36, 57, 6, 2, 2
2021/11/27, 75, 37, 48, 4, 2, 3
2021/11/28, 73, 28, 46, 2, 1, 2
2021/11/29, 58, 33, 52, 3, 1, 3
2021/11/30, 66, 42, 63, 7, 2, 3
2021/12/1, 88, 48, 45, 4, 2, 3
2021/12/2, 104, 37, 49, 4, 2, 2
2021/12/3, 71, 39, 48, 6, 2, 2
2021/12/4, 68, 37, 62, 8, 3, 2
2021/12/5, 68, 37, 66, 5, 2, 2
2021/12/6, 65, 40, 63, 5, 2, 2
2021/12/7, 78, 37, 55, 6, 2, 2
2021/12/8, 69, 24, 40, 3, 1, 2
2021/12/9, 53, 32, 40, 2, 1, 2
2021/12/10, 57, 37, 58, 5, 2, 3
2021/12/11, 69, 32, 36, 7, 2, 3
2021/12/12, 61, 28, 49, 2, 1, 2
2021/12/13, 52, 46, 61, 4, 2, 4
2021/12/14, 104, 37, 46, 4, 2, 4
2021/12/15, 82, 29, 36, 6, 2, 3
2021/12/16, 59, 26, 37, 7, 2, 2
2021/12/17, 48, 27, 41, 5, 2, 3
2021/12/18, 63, 34, 40, 3, 1, 4
2021/12/19, 70, 25, 42, 5, 2, 4
2021/12/20, 64, 13, 32, 5, 1, 4
2021/12/21, 30, 16, 20, 7, 3, 5
2021/12/22, 47, 17, 33, 6, 2, 4
2021/12/23, 43, 21, 29, 5, 1, 3
2021/12/24, 52, 15, 25, 5, 1, 3
2021/12/25, 38, 17, 38, 3, 1, 3
2021/12/26, 46, 19, 35, 2, 1, 3
2021/12/27, 37, 7, 25, 4, 1, 4
2021/12/28, 13, 13, 32, 3, 1, 3
2021/12/29, 28, 19, 35, 3, 1, 3
2021/12/30, 44, 22, 37, 3, 1, 3
2021/12/31, 52, 21, 40, 3, 1, 4
2022/1/1, 56, 26, 38, 3, 1, 4
2022/1/2, 58, 26, 47, 2, 2, 4
2022/1/3, 63, 26, 44, 2, 1, 3
2021/7/1, 53, 24, 28, 1, 1, 4
2021/7/2, 49, 23, 33, 2, 1, 4
2021/7/3, 53, 24, 31, 2, 1, 3
2021/7/4, 59, 22, 26, 2, 1, 4
2021/7/5, 50, 17, 17, 5, 1, 4
2021/7/6, 26, 14, 18, 3, 1, 4
2021/7/7, 20, 16, 19, 2, 1, 3
2021/7/8, 34, 13, 16, 2, 1, 3
2021/7/9, 27, 16, 16, 2, 1, 4
2021/7/10, 45, 12, 14, 2, 1, 4
2021/7/11, 27, 17, 18, 3, 1, 4
2021/7/12, 48, 16, 14, 2, 2, 3
2021/7/13, 42, 16, 14, 3, 1, 4
2021/7/14, 41, 14, 14, 2, 1, 4
2021/7/15, 28, 17, 23, 4, 1, 5
2021/7/16, 32, 16, 18, 5, 1, 4
2021/7/17, 28, 18, 26, 4, 1, 4
2021/7/18, 40, 17, 27, 4, 1, 4
2021/7/19, 37, 17, 22, 2, 1, 2
2021/7/20, 28, 19, 22, 3, 1, 2
2021/7/21, 37, 19, 22, 2, 1, 2
2021/7/22, 36, 22, 20, 1, 1, 3
2021/7/23, 34, 17, 16, 2, 1, 3
2021/7/24, 24, 11, 16, 3, 1, 3
2021/7/25, 12, 16, 19, 2, 1, 2
2021/7/26, 22, 22, 26, 3, 1, 2
2021/7/27, 39, 21, 25, 5, 1, 2
2021/7/28, 49, 21, 21, 4, 1, 2
2021/7/29, 43, 21, 28, 4, 1, 3
2021/7/30, 44, 22, 25, 2, 1, 2
2021/7/31, 47, 21, 21, 2, 1, 3
2021/8/1, 43, 23, 25, 3, , 4
2021/8/2, 50, 26, 24, 2, 1, 5
2021/8/3, 49, 26, 26, 2, , 3
2021/8/4, 49, 30, 28, 2, 1, 3
2021/8/5, 57, 32, 25, 2, 1, 3
2021/8/6, 58, 30, 25, 3, 1, 4
2021/8/7, 56, 27, 22, 2, 1, 4
2021/8/8, 46, 25, 17, 1, 2, 5
2021/8/9, 44, 24, 16, 1, 1, 4
2021/8/10, 51, 27, 12, 1, 1, 3
2021/8/11, 45, 22, 22, 3, 1, 3
2021/8/12, 39, 17, 22, 5, 1, 3
2021/8/13, 38, 19, 25, 3, 1, 3
2021/8/14, 40, 19, 18, 4, 1, 3
2021/8/15, 31, 17, 17, 4, 1, 3
2021/8/16, 32, 19, 17, 3, 2, 3
2021/8/17, 31, 13, 14, 3, 1, 3
2021/8/18, 31, 14, 14, 2, 1, 3
2021/8/19, 28, 13, 14, 2, 2, 2
2021/8/20, 24, 14, 13, 2, 1, 2
2021/8/21, 32, 15, 15, 1, 1, 3
2021/8/22, 32, 17, 22, 1, 1, 4
2021/8/23, 34, 18, 25, 1, 1, 4
2021/8/24, 39, 18, 21, 1, 1, 4
2021/8/25, 39, 18, 13, 1, 1, 3
2021/8/26, 24, 9, 13, 1, 1, 3
2021/8/27, 21, 13, 15, 1, 1, 3
2021/8/28, 26, 15, 15, 2, 1, 4
2021/8/29, 28, 14, 13, 3, 1, 4
2021/8/30, 28, 16, 13, 4, 1, 4
2021/8/31, 28, 12, 18, 4, 1, 4
2021/9/1, 25, 14, 17, 3, 1, 4
2021/9/2, 22, 11, 19, 3, 1, 4
2021/9/3, 20, 10, 22, 3, 1, 4
2021/9/4, 24, 12, 14, 1, 1, 4
2021/9/5, 19, 13, 13, 2, 1, 3
2021/9/6, 21, 14, 11, 5, 1, 3
2021/9/7, 26, 11, 13, 1, 2, 2
2021/9/8, 21, 15, 15, 2, 1, 2
2021/9/9, 23, 20, 20, 5, 1, 3
2021/9/10, 37, 15, 16, 1, 1, 2
2021/9/11, 27, 13, 16, 1, 1, 2
2021/9/12, 24, 18, 18, 2, 1, 2
2021/9/13, 34, 18, 17, 2, 1, 2
2021/9/14, 41, 14, 14, 2, 1, 2
2021/9/15, 26, 13, 14, 2, 1, 2
2021/9/16, 22, 12, 12, 3, 1, 2
2021/9/17, 17, 16, 15, 2, 2, 2
2021/9/18, 30, 18, 18, 3, 2, 2
2021/9/19, 23, 16, 14, 2, 1, 2
2021/9/20, 21, 15, 16, 2, 1, 2
2021/9/21, 24, 12, 13, 2, 1, 2
2021/9/22, 26, 14, 14, 3, 2, 2
2021/9/23, 31, 13, 13, 1, 1, 2
2021/9/24, 22, 17, 15, 1, 1, 3
2021/9/25, 37, 16, 18, 2, 2, 3
2021/9/26, 37, 17, 24, 2, , 4
2021/9/27, 41, 27, 31, 4, , 4
2021/9/28, 55, 27, 29, 3, 1, 3
2021/9/29, 59, 24, 24, 5, 2, 2
2021/9/30, 55, 22, 25, 5, 2, 3
2021/4/1, 45, 17, 15, 3, 1, 2
2021/4/2, 44, 19, 15, 4, 1, 2
2021/4/3, 45, 21, 23, 2, 1, 2
2021/4/4, 56, 24, 31, 2, 1, 3
2021/4/5, 59, 29, 39, 2, 2, 4
2021/4/6, 60, 33, 37, 3, 2, 4
2021/4/7, 71, 29, 34, 3, 2, 4
2021/4/8, 57, 24, 33, 3, 2, 4
2021/4/9, 51, 22, 38, 2, 2, 4
2021/4/10, 45, 25, 35, 3, 2, 3
2021/4/11, 51, 24, 28, 2, 2, 3
2021/4/12, 49, 19, 23, 3, 2, 3
2021/4/13, 41, 22, 23, 4, 2, 3
2021/4/14, 43, 20, 23, 3, 2, 3
2021/4/15, 46, 22, 20, 3, 2, 3
2021/4/16, 49, 21, 23, 4, 2, 4
2021/4/17, 44, 21, 32, 3, 2, 4
2021/4/18, 52, 24, 31, 3, 2, 4
2021/4/19, 54, 39, 31, 2, 2, 3
2021/4/20, 65, 30, 31, 2, 2, 4
2021/4/21, 55, 27, 28, 3, 3, 4
2021/4/22, 49, 26, 24, 2, 2, 3
2021/4/23, 55, 23, 23, 2, 2, 4
2021/4/24, 54, 18, 26, 1, 2, 4
2021/4/25, 45, 17, 32, 1, 3, 3
2021/4/26, 49, 21, 34, 6, 2, 4
2021/4/27, 48, 24, 25, 6, 2, 4
2021/4/28, 53, 23, 38, 8, 3, 5
2021/4/29, 57, 21, 40, 5, 2, 6
2021/4/30, 49, 18, 31, 4, 2, 5
2021/5/1, 53, 15, 19, 3, 2, 4
2021/5/2, 45, 14, 23, 2, 1, 4
2021/5/3, 44, 24, 17, 3, 2, 4
2021/5/4, 68, 23, 17, 3, 1, 4
2021/5/5, 59, 20, 18, 2, , 4
2021/5/6, 51, 21, 17, 3, 1, 4
2021/5/7, 49, 19, 17, 3, 1, 4
2021/5/8, 47, 16, 16, 4, 1, 3
2021/5/9, 36, 17, 18, 3, 1, 3
2021/5/10, 33, 19, 18, 3, 1, 3
2021/5/11, 44, 18, 16, 2, 1, 3
2021/5/12, 44, 14, 15, 2, 1, 3
2021/5/13, 39, 12, 14, 2, 1, 3
2021/5/14, 34, 17, 16, 1, 1, 4
2021/5/15, 41, 18, 16, 3, 2, 4
2021/5/16, 40, 15, 15, 2, 2, 4
2021/5/17, 33, 13, 14, 2, 2, 3
2021/5/18, 31, 17, 17, 1, 3, 4
2021/5/19, 41, 16, 16, 1, 3, 4
2021/5/20, 42, 16, 18, 1, 3, 3
2021/5/21, 34, 14, 18, 2, 3, 3
2021/5/22, 24, 12, 19, 2, 2, 4
2021/5/23, 20, 13, 22, 2, 2, 3
2021/5/24, 24, 14, 18, 4, 1, 3
2021/5/25, 31, 13, 19, 2, 1, 3
2021/5/26, 25, 14, 21, 2, 1, 3
2021/5/27, 26, 18, 23, 2, 1, 3
2021/5/28, 29, 17, 19, 1, 1, 3
2021/5/29, 33, 18, 26, 3, 1, 4
2021/5/30, 44, 21, 31, 4, 1, 4
2021/5/31, 49, 25, 34, 2, , 4
2021/6/1, 59, 26, 31, 2, , 4
2021/6/2, 59, 25, 34, 3, 2, 5
